id,metadata,first_sentence,moves
441,"Choe, D.E.a , Zimmerman, M.A.a , Devnarain, B.b  Youth Violence in South Africa: Exposure, attitudes, and resilience in zulu adolescents (2012) Violence and Victims, 27 (2), pp. 166-181.",Exposure to violence is common in South Africa.,<1> <1> <2> <3> <3> <4> <4> <4> <4> <5>
442,"Holden, I.I. Predictors of students' attitudes toward science literacy (2012) Communications in Information Literacy, 6 (1), pp. 107-123.",Being information and science literate are crucial in an age when scientific developments influence the political arena and vice versa.,<1> <1> <1> <1> <2> <4>
443,"Rich, K., Seffrin, P. Police interviews of sexual assault reporters: Do attitudes matter? (2012) Violence and Victims, 27 (2), pp. 263-279. Cited 2 times.",Sexual assault is underreported in the United States.,<1> <1> <1> <1> <2> <3> <4> <4> <4> <5>
444,"Hishinuma, E.S.a , Umemoto, K.N.a , Nguyen, T.G.b , Chang, J.Y.c , Bautista, R.P.M.d  Epidemiology of mixed martial arts and youth violence in an ethnically diverse sample (2012) Violence and Victims, 27 (1), pp. 43-69.","Mixed martial arts' (MMAs) growing international popularity has rekindled the discussion on the advantages (e.g., exercise) and disadvantages (e.g., possible injury) of contact sports.",<1> <2> <4> <4> <4> <4> <5>
445,"Lee, J.T.a , Smith, D.W.a , Colwell, B.b  An exploration of transactional states and cessation-related social variables within adolescent smokers (2012) Tobacco Induced Diseases, 10 (1), art. no. 20, .","Given the high rate of adolescent smoking, cessation remains a vital public health priority.",<1> <2> <3> <3> <4> <3> <4> <4> <4> <4> <4> <4> <5> <5> <5>
446,"Woody, J.D., Beldin, K.L. The mental health focus in rape crisis services: Tensions and recommendations (2012) Violence and Victims, 27 (1), pp. 95-108.","In the evolution of rape crisis services, tensions persist between rape crisis service programs and mental health professionals.",<1> <1> <1> <2> <5>
447,"Mouilso, E.R., Fischer, S., Calhoun, K.S. A prospective study of sexual assault and alcohol use among first- Year college women (2012) Violence and Victims, 27 (1), pp. 78-94. Cited 3 times.",This study prospectively examined the relation between alcohol use and sexual assault in a sample (N = 319) of first-year college women.,<2> <3> <4> <4> <4> <5>
448,"Salager-Meyer, F. The importance of medical case reports (2012) European Science Editing, 38 (2), p. 38. Cited 2 times.",The essay emphasises the importance of medical case reports.,<1> <1> <2> <3>
449,"Osborn, J.L. When TV and marriage meet: A social exchange analysis of the impact of television viewing on marital satisfaction and commitment (2012) Mass Communication and Society, 15 (5), pp. 739-751. Cited 1 time.","Although several studies have examined the association between television viewing and romantic relationships, differences in theoretical grounding, methodology, and findings have produced a picture that is decidedly unclear.",<1> <1> <2> <3> <5>
450,"Cahoy, E.S.a , Schroeder, R.b  Embedding affective learning outcomes in library instruction (2012) Communications in Information Literacy, 6 (1), pp. 73-90. Cited 2 times.","While information literacy in higher education has long been focused on cognitive learning outcomes, attention must be paid to students' affective, emotional needs throughout the research process.",<1> <2> <3> <4>
451,"de Matos, F.L. Recent dynamics in the Portuguese housing market as compared with the European union (2012) Bulletin of Geography, 18, pp. 69-84.","The closing years of the 20th century witnessed profound changes in the European housing market, characterised by an increase in owner-occupied housing; instability of house prices (leading to a serious crisis in some regions, in light of a fall in demand); a change in people's attitude to the housing market, involving a rise in the importance of location, the quality of materials and spaces, environmental sustainability, and architectural and urban innovation.",<1> <1> <1> <1> <2>
452,"Kuznetsov, V.N.a  b , Osland, O.c , Balaeva, T.N.a  d , Grjibovski, A.M.d  e  Analysis of understanding of international questionnaires by Russian people during population surveys of socially important diseases (2012) Human Ecology, (8), pp. 25-32.",The study was provided in Arkhangelsk to describe citizens' perception and understanding of questions of questionnaires used for evaluation of preventive actions against HIV.,<2> <3> <3> <4> <4> <4> <5> <6> <6> <6>
453,"GarcÃ­a, L.Y.a , Cerda, A.A.b , Aceituno, J.S.c , MuÃ±oz, M.F.c  8.8 Earthquake: Impact on academic performance of basic education students in Chile [Terremoto 8.8: Impacto en el desempeÃ±o acadÃ©mico de los alumnos de educaciÃ³n bÃ¡sica en Chile] (2012) Innovar, 22 (43), pp. 93-104.","The main objective of this work is to determine the variables of effects generated by the earthquake that had an influence on academic performance among students at the five main urban centers in the Maule region of Chile, through a Logit ordinal type model using discrete multiple-choice tests.",<2> <4> <4> <5>
454,"Dollinger, B.a , Rudolph, M.a , Schmidt-Semisch, H.b , Urban, M.b  The golden age of integration?: The representation of juvenile delinquency in journals of the police and the youth welfare services in the 1970s [Ein goldenes zeitalter der integration? Die reprÃ¤sentation von jugendkriminalitÃ¤t in polizeilichen und sozialpÃ¤dagogischen zeitschriften der 1970er Jahre] (2012) Kriminologisches Journal, 44 (4), pp. 279-297.",Recently the exposure to juvenile delinquency was subject to significant changes.,<1> <1> <2> <3> <3> <4> <5> <5>
455,"Mahlberg, G. The republican discourse on religious liberty during the exclusion crisis (2012) History of European Ideas, 38 (3), pp. 352-369.",Much recent historiography assumes that republican calls for religious liberty in seventeenth-century England were limited to Protestant dissenters.,<1> <1> <2> <3>
456,"Suthiwartnarueput, T., Wasanasomsithi, P. Effects of using Facebook as a medium for discussions of English grammar and writing of low-intermediate EFL students (2012) Electronic Journal of Foreign Language Teaching, 9 (2), pp. 194-214.",The present study explored the effects of using Facebook as a medium for grammar and writing discussions of low-intermediate EFL students.,<1> <3> <4> <4> <5> <4> <5>
457,"Crisafulli, L.M. Poetry as thought and action: Mazzini's reflections on Byron (2012) History of European Ideas, 38 (3), pp. 387-398.","This article opens with a brief introduction to Giuseppe Mazzini, with particular reference to his commitment to republicanism, an ideal that would be fulfilled in Italy only after considerable time and with great difficulty.",<1> <1> <1> <3> <4> <5>
458,"Symons, A.B.a , Fish, R.b , McGuigan, D.c , Fox, J.d , Akl, E.A.a  Development of an instrument to measure medical students' attitudes toward people with disabilities (2012) Intellectual and Developmental Disabilities, 50 (3), pp. 251-260. Cited 1 time.","As curricula to improve medical students' attitudes toward people with disabilities are developed, instruments are needed to guide the process and evaluate effectiveness.",<1> <2> <3> <3> <4> <4> <5>
459,"Ariel Cascio, M. Neurodiversity: 0utism pride among mothers of children with autism spectrum disorders (2012) Intellectual and Developmental Disabilities, 50 (3), pp. 273-283.","The neurodiversity movement takes an identity politics approach to autism spectrum disorders, proposing autism spectrum disorders as a positive ""neuro-variation"" to be approached only with interventions that assist individuals without changing them.",<1> <1> <3> <4> <5> <6>
460,"Fickert, N.A., Ross, D. Effectiveness of a caregiver education program on providing oral care to individuals with intellectual and developmental disabilities (2012) Intellectual and Developmental Disabilities, 50 (3), pp. 219-232.",Caregivers who work in community living arrangements or intermediate care facilities are responsible for the oral hygiene of individuals with intellectual and developmental disabilities.,<1> <1> <2> <3> <3> <3> <4> <4> <5> <5>
461,"Martin, T. Policy to practice: TAFE teachers' unofficial code of professional conduct - Insights from Western Australia (2012) International Journal of Training Research, 10 (2), pp. 118-131. Cited 1 time.","Although there has been substantial research and reform in Vocational Education and Training (VET) over the past 30 years, it is argued that this has ostensibly had limited effectiveness on practices in TAFE colleges.",<1> <1> <2> <3> <4> <4>
462,"Pownall, J.D.a , Jahoda, A.b , Hastings, R.P.c  Sexuality and sex education of adolescents with intellectual disability: Mothers' attitudes, experiences, and support needs (2012) Intellectual and Developmental Disabilities, 50 (2), pp. 140-154. Cited 1 time.",Few studies have considered families' views about adolescents' sexual development.,<1> <2> <3> <4> <4> <4> <5>
463,"Parish, S.L.a , Swaine, J.G.b , Luken, K.b , Rose, R.A.b , Dababnah, S.b  Cervical and breast cancer-screening knowledge of women with developmental disabilities (2012) Intellectual and Developmental Disabilities, 50 (2), pp. 79-91. Cited 3 times.",Women with developmental disabilities are significantly less likely than women without disabilities to receive cervical and breast cancer screening according to clinical guidelines.,<1> <1> <2> <3> <4> <5>
464,"Sanders, M. ""God is our guide! our cause is just!"" the national chartist hymn book and Victorian hymnody (2012) Victorian Studies, 54 (4), pp. 679-705.","Despite the undeniable influence of hymns in Victorian culture, hymnody has remained a neglected field of criticism in Victorian studies, having been largely restricted by the conception that Victorian hymns reflected or perpetuated conservative social attitudes.",<1> <2> <3> <4> <5>
465,"da Mata, N.D.S.a , de Sousa, R.S.b , Perazzo, F.F.c , Carvalho, J.C.T.d  The participation of WajÃ£pi women from the State of AmapÃ¡ (Brazil) in the traditional use of medicinal plants - A case study (2012) Journal of Ethnobiology and Ethnomedicine, 8, art. no. 48, .","The purpose of this study was to analyze the importance of traditional medicinal plants use to Waj?pi women in the State of Amap?, Brazil, as well as their practices in the local common illnesses of treatment considering the prevailing practice by non-Indians.",<1> <3> <3> <3> <3> <4> <4> <4> <5>
466,"Fellner, A.a , Banaszek, K.b , TrÃ³minski, P.c  The satellite based augmentation system-egnos for non-precision approach global navigation satellite system (2012) Transport Problems, 7 (1), pp. 5-19.",First in the Poland tests of the EGNOS SIS (Signal in Space) were conducted on 5th October 2007 on the flight inspection with SPAN (The Synchronized Position Attitude Navigation) technology at the Mielec airfield.,<1> <1> <2> <3> <6> <3> <1> <3> <5>
467,"Guibet Lafaye, C., Kieffer, A. InterprÃ©tations de la cohÃ©sion sociale et perceptions du rÃ´le des institutions de l'Ã©tat social (2012) Annee Sociologique, 62 (1), pp. 195-241. Cited 1 time.",Social cohesiveness is a political issue since the 80's but this is not paralleled in scientific sociological studies.,<1> <2> <3> <4> <5> <6> <6>
468,"DaneÅ¡, F. ""Heteroglossia"" in Czech folk songs: Some text-linguistic probes into their texture [""VÃ­cehlasÃ­"" v ÄeskÃ½ch lidovÃ½ch pÃ­snÃ­ch: nÄkolik textovÄlingvistickÃ½ch sond do jejich textury] (2012) Slovo a Slovesnost, 73 (4), pp. 312-323.","This paper demonstrates the mutual relations between the various ""voices"" in Czech folk songs and the way in which these voices can be identified.",<1> <1> <2> <3> <3> <3> <4> <5>
